,Source,Title,Content,Section,URL,Date
0,Expansion,netflix y Prime Video de Amazon liderar queja del streaming,"A agosto de este año , ambos empresa recibir inconformidad por parte de los usuario por cobro indebido y alteración de precio , aseguró Profeco a Expansión a través de transparencia .",tecnologia,https://expansion.mx/tecnologia/2024/09/23/plataformas-de-streaming-con-mas-quejas-profeco,23/09/2024
1,Expansion,¿ Qué son y cómo funcionar las nuevas categoría de Canales en WhatsApp ?,"Con la nueva organización del directorio de Canales , WhatsApp pretender hacer más sencillo la navegación para los usuario .",tecnologia,https://expansion.mx/tecnologia/2024/09/23/nuevas-categorias-de-canales-en-whatsapp,23/09/2024
2,Expansion,"Intel , el nuevo objeto del deseo en la industria tech","La empresa pionera de la industria de los chip ha sido objeto de nuevos rumor sobre una posible adquisición por parte de Qualcomm , así como inversión de firma de capital .",tecnologia,https://expansion.mx/tecnologia/2024/09/23/intel-el-nuevo-objeto-del-deseo-en-la-industria-tech,23/09/2024
3,Expansion,"India , el país que quiere ser potencia en la industria de semiconductor","Estados Unidos y la India anunciar una alianza para construir una planta de chip en este país , algo que el gobierno de Biden definir como un “ punto de inflexión ” .",tecnologia,https://expansion.mx/tecnologia/2024/09/23/india-quiere-ser-potencia-en-la-industria-de-semiconductores,23/09/2024
4,Expansion,AMLO buscar convertir a CFE Telecom en una empresa público,"La iniciativa de reforma quiere que CFE TEIT sea la principal compañía en proveer internet a todo el país , respecto a sus competidor , cambiar su estatu de estatal a público .",tecnologia,https://expansion.mx/tecnologia/2024/09/23/amlo-busca-convertir-a-cfe-telecom-en-una-empresa-publica,23/09/2024
5,Expansion,CFE Telecom perfilar a nuevo CEO para impulsar el proyecto de internet,"Según dos fuente con conocimiento del tema , al interior de la compañía se ha poner sobre la mesa el nombre de Emiliano Calderón Mercado para ser el nuevo CEO de la estatal de telecomunicación .",tecnologia,https://expansion.mx/tecnologia/2024/09/22/cfe-telecom-perfila-nuevo-ceo,22/09/2024
6,Expansion,Cómo Caliente pasar de anunciar apuesta a transmitir la Champions League,La compañía ha entrar a la ‘ guerra del streaming deportivo ’ para captar una parte de este nicho de mercado y con ello consolidar su principal negocio : las apuesta .,tecnologia,https://expansion.mx/tecnologia/2024/09/22/caliente-champions-league,22/09/2024
7,Expansion,Esta es la audiencia que quiere conquistar el iphone 16,"Apple es consciente de que muchos usuario de iphone 15 difícilmente van a renovar su smartphone , pero hay un segmento al que pueden seducir .",tecnologia,https://expansion.mx/tecnologia/2024/09/20/iphone-16-esta-es-la-audiencia-que-quiere-conquistar,20/09/2024
8,Expansion,Microsoft usar energía nuclear para alimentar su Inteligencia Artificial,El acuerdo entre Microsoft y Constellation Energy permitir reactivar una unidad de la planta nuclear Three Mile Island para cubrir las creciente necesidad energético .,tecnologia,https://expansion.mx/tecnologia/2024/09/20/microsoft-energia-nuclear-inteligencia-artificial,20/09/2024
9,Expansion,La ONU formular siete recomendación para regular la IA,La ONU crear el año pasado un órgano consultivo de 39 miembro para abordar los problema de la regulación internacional de la IA .,tecnologia,https://expansion.mx/tecnologia/2024/09/20/la-onu-formula-siete-recomendaciones-para-regular-la-ia,20/09/2024
