,Source,Title,Content,Section,URL,Date
0,Expansion,China avanza en su regulación para identificar el contenido hecho con IA,En el país asiático están buscando implementar medidas más duras y obligatorias para identificar el contenido generado a través de Inteligencia Artificial.,tecnologia,https://expansion.mx/tecnologia/2024/09/27/nuevo-reglamento-china-controlar-inteligencia-artificial,27/09/2024
1,Expansion,"En medio de la crisis, la industria del gaming busca un nuevo modelo de negocio","Los despidos han marcado el año de los videojuegos, pero especialistas apuntan que es una nueva oportunidad para diversificar el contenido y los creadores independientes.",tecnologia,https://expansion.mx/tecnologia/2024/09/27/crisis-industria-gaming-busca-nuevo-modelo-negocio,27/09/2024
2,Expansion,Oracle construirá un centro hyperscale en Nuevo León. ¿Qué es y cómo funcionará?,"Samuel García, gobernador del estado, resaltó que el proyecto estará enfocado en ayudar a las empresas de la entidad a eficientizar sus procesos informáticos.",tecnologia,https://expansion.mx/tecnologia/2024/09/26/oracle-construira-un-centro-hyperscale-en-nuevo-leon-que-es-y-como-funcionara,26/09/2024
3,Expansion,OpenAI planea reestructuración para ser una empresa con fines de lucro,Este cambio representaría una oportunidad para la startup de conseguir una mayor financiación para mantener el desarrollo de sus productos.,tecnologia,https://expansion.mx/tecnologia/2024/09/26/openai-planea-reestructuracion-para-ser-una-empresa-con-fines-de-lucro,26/09/2024
4,Expansion,Meta empareja a OpenAI y Google en la carrera de la IA,"Durante el evento Meta Connect, Mark Zuckerberg presentó las innovaciones en el sector que presentará para sus usuarios en los próximos meses.",tecnologia,https://expansion.mx/tecnologia/2024/09/26/meta-empareja-a-openai-y-google-en-la-carrera-de-la-ia,26/09/2024
5,Expansion,"Ante inconformidad de justicia mexicana, acreedores de TV Azteca inician proceso","La Secretaría de Economía informó que la disputa internacional contra México, por el impago de bonos de TV Azteca, acumula un costo por 150,000 dólares por el concepto de honorarios y el CIADI.",tecnologia,https://expansion.mx/tecnologia/2024/09/26/costo-mexico-arbitraje-acreedores-tv-azteca-eu,26/09/2024
6,Expansion,La identidad digital en la industria financiera: defensa y arma,"La biometría y criptografía reducen el riesgo de suplantación de identidad, pero también abre nuevos riesgos si no se hace adecuadamente.",tecnologia,https://expansion.mx/tecnologia/2024/09/26/la-identidad-digital-en-la-industria-financiera-defensa-y-arma,26/09/2024
7,Expansion,Estos son los juegos gratis de PlayStation Plus en octubre de 2024,Sony presentó el catálogo de videojuegos que llegarán a su suscripción y a partir de cuándo estarán disponibles.,tecnologia,https://expansion.mx/tecnologia/2024/09/25/juegos-gratis-ps-plus-octubre-2024,26/09/2024
8,Expansion,Caso FTX: el rol Caroline Ellison en el fraude y por el que pasará 2 años presa,"La exdirectora de Alameda Research, el fondo de cobertura personal de Bankman-Fried, también deberá pagar una multa de 11,000 mdd.",tecnologia,https://expansion.mx/tecnologia/2024/09/25/caso-ftx-caroline-ellison-fraude,25/09/2024
9,Expansion,Altán Redes confía en que el gobierno de Sheinbaum robustecerá la conectividad,"Carlos Lerma, CEO de Altán, dice estar “positivo de lo que vendrá en los próximos años” en conectividad, debido a que la provisión de internet será uno de los ejes principales de Claudia Sheinbaum.",tecnologia,https://expansion.mx/tecnologia/2024/09/25/altan-redes-confia-sheinbaum-robustecera-conectividad,25/09/2024
10,Expansion,"Mira Murati, CTO de OpenAI, deja la empresa","El 2024 ha sido un año complicado para la startup de Inteligencia Artificial, pues varios de sus ejecutivos y fundadores han renunciado.",tecnologia,https://expansion.mx/tecnologia/2024/09/25/mira-murati-cto-de-openai-deja-la-empresa,25/09/2024
11,Expansion,Telmex suspende a Sebog servicio de resguardo de información por impagos,"Triara, división de Centros de Datos de Telmex, suspendió los servicios de resguardo de información a Gobernación por el impago de 63.7 millones de pesos.",tecnologia,https://expansion.mx/tecnologia/2024/09/25/telmex-corta-servicio-segob,25/09/2024
12,Expansion,"Meta presenta el Quest 3S, la versión ""económica"" de su visor de realidad mixta",Meta calificó a este dispositivo como el proveedor de  “experiencias increíbles a un precio inigualable”.,tecnologia,https://expansion.mx/tecnologia/2024/09/25/meta-quest-3s-precio-y-specs,25/09/2024
13,Expansion,Google demanda a Microsoft por supuesto monopolio en la nube,"La denuncia fue presentada ante la Comisión Europea, según anunció el propio Google.",tecnologia,https://expansion.mx/tecnologia/2024/09/25/google-demanda-microsoft-monopolio-nube,25/09/2024
14,Expansion,YouTube lanza una nueva herramienta para ayudarte en una emergencia médica,"A través de su división Health, la plataforma de videos colaboró con instituciones certificadas, como la Cruz Roja, para dar información sobre situaciones de urgencia.",tecnologia,https://expansion.mx/tecnologia/2024/09/25/youtube-health-nueva-herramienta-para-emergencias-medicas,25/09/2024
15,Expansion,Samsung abre sus puertas: así conviven humanos y brazos mecánicos,"Lo que comenzó como una planta de producción de refrigeradores, hoy es uno de los centros más importantes para Samsung en el mundo.",tecnologia,https://expansion.mx/tecnologia/2024/09/25/samsung-abre-sus-puertas-asi-conviven-humanos-y-brazos-mecanicos,25/09/2024
16,Expansion,IFT prevé publicar nuevas medidas regulatorias para América Móvil en noviembre,El regulador tiene como obligación revisar cada dos años las medidas regulatorias de la compañía controlada por Carlos Slim para verificar si han generado competencia en las telecomunicaciones.,tecnologia,https://expansion.mx/tecnologia/2024/09/24/ift-preve-publicar-nuevas-medidas-regulatorias-america-movil,24/09/2024
17,Expansion,"El IFT pedirá 1,680 mdp de presupuesto pese a reforma para eliminar a autónomos",El regulador aseguró que la partida que solicitará a Hacienda es la misma que le fue aprobada para este año e incluso más baja si se toma en cuenta la inflación.,tecnologia,https://expansion.mx/tecnologia/2024/09/24/ift-pedira-1-680-mdp-de-presupuesto-pese-a-reforma,24/09/2024
18,Expansion,Meta sumará voces como la de John Cena a su chatbot,La nueva función de audio ofrecerá a los usuarios la opción de seleccionar una voz para su asistente digital.,tecnologia,https://expansion.mx/tecnologia/2024/09/24/meta-sumara-voces-como-la-de-john-cena-a-su-chatbot,24/09/2024
19,Expansion,"Microsoft confía en México; invertirá 1,300 mdd para ampliar su alcance en IA","El CEO de la compañía, Satya Nadella, destacó que este capital será para mejorar las capacidades de nube e IA en la región.",tecnologia,https://expansion.mx/tecnologia/2024/09/24/microsoft-invertira-1-300-mdd-mexico-ampliar-alcance-ia,24/09/2024
20,Expansion,Guía para elegir el mejor antivirus para tu celular,Los ataques a teléfonos inteligentes cada vez son más comunes y aquí te decimos qué debes tener en cuenta a la hora de elegir la mejor protección.,tecnologia,https://expansion.mx/tecnologia/2024/09/24/guia-para-elegir-el-mejor-antivirus-para-tu-celular,24/09/2024
21,Expansion,"La IA ayuda a las industrias a ahorrar hasta 35,000 dólares por hora","A través de diferentes sensores y softwares de IA, empresas como Tractian han logrado rastrear los sonidos de las máquinas e interpretarlas en posibles fallas técnicas.",tecnologia,https://expansion.mx/tecnologia/2024/09/24/asi-ayuda-ia-industrias-ahorrar-hasta-35-000-dolares,24/09/2024
22,Expansion,Netflix y Prime Video de Amazon lideran quejas del streaming,"A agosto de este año, ambas empresas recibieron inconformidades por parte de los usuarios por cobros indebidos y alteración de precios, aseguró Profeco a Expansión a través de transparencia.",tecnologia,https://expansion.mx/tecnologia/2024/09/23/plataformas-de-streaming-con-mas-quejas-profeco,23/09/2024
23,Expansion,¿Qué son y cómo funcionan las nuevas categorías de Canales en WhatsApp?,"Con la nueva organización del directorio de Canales, WhatsApp pretende hacer más sencilla la navegación para los usuarios.",tecnologia,https://expansion.mx/tecnologia/2024/09/23/nuevas-categorias-de-canales-en-whatsapp,23/09/2024
24,Expansion,"Intel, el nuevo objeto del deseo en la industria tech","La empresa pionera de la industria de los chips ha sido objeto de nuevos rumores sobre una posible adquisición por parte de Qualcomm, así como inversiones de firmas de capital.",tecnologia,https://expansion.mx/tecnologia/2024/09/23/intel-el-nuevo-objeto-del-deseo-en-la-industria-tech,23/09/2024
25,Expansion,"India, el país que quiere ser potencia en la industria de semiconductores","Estados Unidos y la India anunciaron una alianza para construir una planta de chips en este país, algo que el gobierno de Biden definió como un “punto de inflexión”.",tecnologia,https://expansion.mx/tecnologia/2024/09/23/india-quiere-ser-potencia-en-la-industria-de-semiconductores,23/09/2024
26,Expansion,AMLO busca convertir a CFE Telecom en una empresa pública,"La iniciativa de reforma quiere que CFE TEIT sea la principal compañía en proveer internet a todo el país, respecto a sus competidores, cambiando su estatus de estatal a pública.",tecnologia,https://expansion.mx/tecnologia/2024/09/23/amlo-busca-convertir-a-cfe-telecom-en-una-empresa-publica,23/09/2024
27,Expansion,CFE Telecom perfila a nuevo CEO para impulsar el proyecto de internet,"Según dos fuentes con conocimiento del tema, al interior de la compañía se ha puesto sobre la mesa el nombre de Emiliano Calderón Mercado para ser el nuevo CEO de la estatal de telecomunicaciones.",tecnologia,https://expansion.mx/tecnologia/2024/09/22/cfe-telecom-perfila-nuevo-ceo,22/09/2024
28,Expansion,Cómo Caliente pasó de anunciar apuestas a transmitir la Champions League,La compañía ha entrado a la ‘guerra del streaming deportivo’ para captar una parte de este nicho de mercado y con ello consolidar su principal negocio: las apuestas.,tecnologia,https://expansion.mx/tecnologia/2024/09/22/caliente-champions-league,22/09/2024
29,Expansion,Esta es la audiencia que quiere conquistar el iPhone 16,"Apple es consciente de que muchos usuarios de iPhone 15 difícilmente van a renovar su smartphone, pero hay un segmento al que pueden seducir.",tecnologia,https://expansion.mx/tecnologia/2024/09/20/iphone-16-esta-es-la-audiencia-que-quiere-conquistar,20/09/2024
30,Expansion,Microsoft usará energía nuclear para alimentar su Inteligencia Artificial,El acuerdo entre Microsoft y Constellation Energy permitirá reactivar una unidad de la planta nuclear Three Mile Island para cubrir las crecientes necesidades energéticas.,tecnologia,https://expansion.mx/tecnologia/2024/09/20/microsoft-energia-nuclear-inteligencia-artificial,20/09/2024
31,Expansion,La ONU formula siete recomendaciones para regular la IA,La ONU creó el año pasado un órgano consultivo de 39 miembros para abordar los problemas de la regulación internacional de la IA.,tecnologia,https://expansion.mx/tecnologia/2024/09/20/la-onu-formula-siete-recomendaciones-para-regular-la-ia,20/09/2024
32,Expansion,"La IA decide si eres o no apto para un trabajo, ¿qué hacer para que te vea?","Aunque la IA sí ha demostrado que puede ser una aliada en los espacios donde se aplica, los sesgos que puede presentar aún son un inconveniente.",tecnologia,https://expansion.mx/tecnologia/2024/09/20/la-ia-decide-si-eres-o-no-apto-para-un-trabajo-que-hacer-para-que-te-vea,20/09/2024
33,Expansion,Amazon Prime y MGM Studios se unen a la MPA,Las empresas de entretenimiento se unen a otras como Netflix o Paramount Pictures.,tecnologia,https://expansion.mx/tecnologia/2024/09/19/amazon-prime-y-mgm-studios-se-unen-a-la-mpa,19/09/2024
34,Expansion,Amazon lanza un nuevo bot que te ayudará a crecer las ventas,La empresa dio a conocer a Amelia para obtener los datos de venta e inventario de un negocio que está en la plataforma.,tecnologia,https://expansion.mx/tecnologia/2024/09/19/amazon-lanza-un-nuevo-bot-que-te-ayudara-a-crecer-las-ventas,19/09/2024
35,Expansion,PlayStation lanza edición limitada con aspecto noventero,"Esta consola evoca al aspecto del primer equipo, lanzado por Sony en 1994, y forma parte de la celebración por sus 30 años.",tecnologia,https://expansion.mx/tecnologia/2024/09/19/playstation-lanza-edicion-limitada-30-aniversario,19/09/2024
36,Expansion,Usuarios reportan que la alerta sísmica nunca llegó a sus celulares,El IFT había asegurado que hoy las empresas enviarían mensajes de emergencia por sismos pero nunca llegaron. Telcel asegura que las alertas dependen del regulador.,tecnologia,https://expansion.mx/tecnologia/2024/09/19/por-que-no-me-llego-mensaje-alerta-sismica-celular,19/09/2024
37,Expansion,TelevisaUnivision nombra como nuevo CEO a un exdirectivo de Google,"Se trata de Daniel Alegre, en sustitución de Wade Davis,  quien cuenta con una amplia experiencia en empresas de tecnología y trabajando con la comunidad hispana en EU, México y América Latina.",tecnologia,https://expansion.mx/tecnologia/2024/09/19/televisaunivision-nuevo-ceo-exdirectivo-de-google,19/09/2024
38,Expansion,Inversión en conectividad no caerá pese a política judicial: Neutral Networks,"El CEO de la compañía Neutral Networks, enfocada en infraestructura crítica, dijo que la necesidad de conectividad a nivel usuario como empresa será más fuerte que agendas políticas.",tecnologia,https://expansion.mx/tecnologia/2024/09/19/reforma-judicial-riesgo-confianza-invertir-telecomunicaciones,19/09/2024
39,Expansion,Nintendo y The Pokémon Company demandan al creador de Palworld,"Las empresas japonesas iniciaron una acción legal en contra de Pocketpair, debido a infracciones de patentes al desarrollar el llamado “Pokémon con armas”.",tecnologia,https://expansion.mx/tecnologia/2024/09/19/nintendo-y-the-pokemon-company-demandan-al-creador-de-palworld,19/09/2024
40,Expansion,TelevisaUnivisión sustituirá a Wade Davis como director general,La empresa decidió sustituir a Davis por Daniel Alegre debido a algunos de los resultados de la compañía que cayeron por debajo de las expectativas internas.,tecnologia,https://expansion.mx/tecnologia/2024/09/18/televisaunivision-sustituira-a-wade-davis-como-director-general,19/09/2024
41,Expansion,YouTube presenta IA para hacer videos y ganar ‘más’ dinero,La empresa llevo a cabo Made on YouTube un evento donde también señaló que el número de creadores que obtienen la mayor parte de sus ingresos viene de TV.,tecnologia,https://expansion.mx/tecnologia/2024/09/18/youtube-presenta-ia-para-hacer-videos-y-ganar-mas-dinero,18/09/2024
42,Expansion,La IA generativa transforma la operación y los ingresos empresariales,"El uso de IA generativa ha crecido en diversos sectores, impulsando la innovación y facilitando nuevas formas de operar en las organizaciones.",tecnologia,https://expansion.mx/tecnologia/2024/09/18/ia-generativa-transforma-operacion-e-ingresos-empresariales,18/09/2024
43,Expansion,Amazon agrega a PayPal como método de pago en pedidos de Comprar con Prime,"Esta nueva opción estará disponible para los usuarios que realicen compras en sitios web de terceros, con membresía Prime.",tecnologia,https://expansion.mx/tecnologia/2024/09/18/amazon-agrega-a-paypal-como-metodo-de-pago-prime,18/09/2024
44,Expansion,"Google se salva de una multa antimonopolio de 1,670 mmd",El caso comenzó por un supuesto dominio anticompetitivo de la empresa en el mercado de la publicidad en línea.,tecnologia,https://expansion.mx/tecnologia/2024/09/18/google-se-salva-de-una-multa-presunto-monopolio,18/09/2024
45,Expansion,El e-commerce chino conquista las bolsas de valores,"Los dueños de Alibaba, Temu y JD conquistan el e-commerce del mundo, mientras diversifican sus negocios.",tecnologia,https://expansion.mx/tecnologia/2024/09/18/el-e-commerce-chino-conquista-las-bolsas-de-valores,18/09/2024
46,Expansion,El gasto de consumidores en EU aumenta en agosto; la inflación se desacelera,"El gasto de los consumidores sigue apoyándose en ganancias salariales aún sólidas, a pesar de que el mercado laboral se ha ralentizado considerablemente.",economia,https://expansion.mx/economia/2024/09/27/gasto-consumidores-eu-aumenta-agosto-inflacion-desacelera,27/09/2024
47,Expansion,"México registra déficit comercial de 4,868 mdd en agosto","Las exportaciones mexicanos cayeron 1% y las importaciones crecieron 5.7%, de acuerdo con el Inegi.",economia,https://expansion.mx/economia/2024/09/27/balanza-comercial-mexico-agosto-2024-inegi,27/09/2024
48,Expansion,Banxico mantendrá prudencia y cerrará el año con tasa en 10%,Los analistas consideran que el mensaje del banco central es más laxo que la decisión de agosto y esperan que haya dos recortes más de 25 puntos base.,economia,https://expansion.mx/economia/2024/09/27/banxico-mantendra-prudencia-y-cerrara-el-ano-con-tasa-en-10,27/09/2024
